line,status,skipped,licensed,access_franchise,access_property,access_product_line,release_year,wave,item_name,normalized_franchise,normalized_property,normalized_product_line,normalized_item
136,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1981,Wave 3,Raspberry Tart with Rhubarb Monkey,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Raspberry Tart with Rhubarb Monkey
138,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1981,Wave 3,Strawberry Shortcake with Custard Cat,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Strawberry Shortcake with Custard Cat
162,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1983,Wave 4,Dancin Strawberry Shortcake,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Dancin Strawberry Shortcake
163,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1983,Wave 4,International Friends: Almond Tea with Marza Panda,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,International Friends: Almond Tea with Marza Panda
165,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1983,Wave 4,International Friends: Crepe Suzette with Éclair Poodle,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,International Friends: Crepe Suzette with Éclair Poodle
167,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1983,Wave 4,International Friends: Mint Tulip with Marsh Mallard,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,International Friends: Mint Tulip with Marsh Mallard
185,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Bluestreak,Transformers,Transformers,G1 Transformers,Autobot Car: Bluestreak
186,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Hound,Transformers,Transformers,G1 Transformers,Autobot Car: Hound
187,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Ironhide,Transformers,Transformers,G1 Transformers,Autobot Car: Ironhide
188,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Jazz,Transformers,Transformers,G1 Transformers,Autobot Car: Jazz
189,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Mirage,Transformers,Transformers,G1 Transformers,Autobot Car: Mirage
190,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Prowl,Transformers,Transformers,G1 Transformers,Autobot Car: Prowl
191,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Ratchet,Transformers,Transformers,G1 Transformers,Autobot Car: Ratchet
192,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Sideswipe,Transformers,Transformers,G1 Transformers,Autobot Car: Sideswipe
193,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Sunstreaker,Transformers,Transformers,G1 Transformers,Autobot Car: Sunstreaker
194,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Trailbreaker,Transformers,Transformers,G1 Transformers,Autobot Car: Trailbreaker
195,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Autobot Car: Wheeljack,Transformers,Transformers,G1 Transformers,Autobot Car: Wheeljack
196,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Cassette: Buzzsaw,Transformers,Transformers,G1 Transformers,Cassette: Buzzsaw
197,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Cassette: Frenzy,Transformers,Transformers,G1 Transformers,Cassette: Frenzy
198,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Cassette: Laserbeak,Transformers,Transformers,G1 Transformers,Cassette: Laserbeak
199,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Cassette: Ravage,Transformers,Transformers,G1 Transformers,Cassette: Ravage
200,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Cassette: Rumble,Transformers,Transformers,G1 Transformers,Cassette: Rumble
201,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Megatron,Transformers,Transformers,G1 Transformers,Megatron
202,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Brawn,Transformers,Transformers,G1 Transformers,Minibot: Brawn
203,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Bumble Jumper,Transformers,Transformers,G1 Transformers,Minibot: Bumble Jumper
204,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Gears,Transformers,Transformers,G1 Transformers,Minibot: Gears
205,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Huffer,Transformers,Transformers,G1 Transformers,Minibot: Huffer
206,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Red Bumblebee,Transformers,Transformers,G1 Transformers,Minibot: Red Bumblebee
207,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Red Cliffjumper,Transformers,Transformers,G1 Transformers,Minibot: Red Cliffjumper
208,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Windcharger,Transformers,Transformers,G1 Transformers,Minibot: Windcharger
209,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Yellow Bumblebee,Transformers,Transformers,G1 Transformers,Minibot: Yellow Bumblebee
210,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Minibot: Yellow Cliffjumper,Transformers,Transformers,G1 Transformers,Minibot: Yellow Cliffjumper
211,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Optimus Prime,Transformers,Transformers,G1 Transformers,Optimus Prime
212,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Seeker: Skywarp,Transformers,Transformers,G1 Transformers,Seeker: Skywarp
213,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Seeker: Starscream,Transformers,Transformers,G1 Transformers,Seeker: Starscream
214,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Seeker: Thundercracker,Transformers,Transformers,G1 Transformers,Seeker: Thundercracker
215,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1984,Wave 1,Soundwave,Transformers,Transformers,G1 Transformers,Soundwave
216,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Armored Battle Station,Starriors,Starriors,Starriors,Armored Battle Station
217,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Auntie Tank,Starriors,Starriors,Starriors,Auntie Tank
218,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Backfire,Starriors,Starriors,Starriors,Backfire
219,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Bolar,Starriors,Starriors,Starriors,Bolar
220,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Clawgut,Starriors,Starriors,Starriors,Clawgut
221,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Crank,Starriors,Starriors,Starriors,Crank
222,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Cut-Up,Starriors,Starriors,Starriors,Cut-Up
223,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Deadeye and Cricket (Cosmittor),Starriors,Starriors,Starriors,Deadeye and Cricket (Cosmittor)
224,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Flashfist,Starriors,Starriors,Starriors,Flashfist
225,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Gouge,Starriors,Starriors,Starriors,Gouge
226,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Grub,Starriors,Starriors,Starriors,Grub
227,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Hotshot,Starriors,Starriors,Starriors,Hotshot
228,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Motormouth,Starriors,Starriors,Starriors,Motormouth
229,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Nipper,Starriors,Starriors,Starriors,Nipper
230,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Ripsaw,Starriors,Starriors,Starriors,Ripsaw
231,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Runabout (Strazor),Starriors,Starriors,Starriors,Runabout (Strazor)
232,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Sawtooth,Starriors,Starriors,Starriors,Sawtooth
233,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Scrapper,Starriors,Starriors,Starriors,Scrapper
234,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Slaughter Steelgrave,Starriors,Starriors,Starriors,Slaughter Steelgrave
235,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Slice,Starriors,Starriors,Starriors,Slice
236,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Speedtrap (Starrunner),Starriors,Starriors,Starriors,Speedtrap (Starrunner)
237,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Thinktank,Starriors,Starriors,Starriors,Thinktank
238,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Tinker,Starriors,Starriors,Starriors,Tinker
239,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Transfer Rings,Starriors,Starriors,Starriors,Transfer Rings
240,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Twinblade,Starriors,Starriors,Starriors,Twinblade
241,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Twinhorn (Stalkor),Starriors,Starriors,Starriors,Twinhorn (Stalkor)
242,skipped_replaced_or_intentional,True,False,Starriors,Starriors,Starriors,1984,Wave 1,Windstorm (Vultor),Starriors,Starriors,Starriors,Windstorm (Vultor)
243,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Berry Baby Blueberry Muffin,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Berry Baby Blueberry Muffin
245,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Berry Baby Lemon Meringue,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Berry Baby Lemon Meringue
246,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Berry Baby Orange Blossom with Bottle,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Berry Baby Orange Blossom with Bottle
247,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Berry Baby Strawberry Shortcake,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Berry Baby Strawberry Shortcake
248,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Almond Tea with Marza Panda,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Almond Tea with Marza Panda
249,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Angel Cake with Souffle Skunk,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Angel Cake with Souffle Skunk
250,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Apple Dumplin with TeaTime Turtle,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Apple Dumplin with TeaTime Turtle
252,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Cherry Cuddler with Gooseberry,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Cherry Cuddler with Gooseberry
253,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Mint Tulip with Marsh Mallard,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Mint Tulip with Marsh Mallard
254,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Orange Blossom with Marmalade Butterfly,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Orange Blossom with Marmalade Butterfly
257,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Party Pleasers: Strawberry Shortcake with Custard Cat,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Party Pleasers: Strawberry Shortcake with Custard Cat
258,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Sweet Sleepers: Blueberry Muffin with Cheesecake Mouse,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Sweet Sleepers: Blueberry Muffin with Cheesecake Mouse
259,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Sweet Sleepers: Lemon Meringue with Frappe Frog,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Sweet Sleepers: Lemon Meringue with Frappe Frog
260,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Sweet Sleepers: Orange Blossom with Marmalade Butterfly,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Sweet Sleepers: Orange Blossom with Marmalade Butterfly
261,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Sweet Sleepers: Raspberry Tart with Rhubarb Monkey,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Sweet Sleepers: Raspberry Tart with Rhubarb Monkey
262,skipped_replaced_or_intentional,True,False,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,1984,Wave 5,Sweet Sleepers: Strawberry Shortcake with Custard Cat,Strawberry Shortcake,Strawberry Shortcake,Vintage Strawberry Shortcake,Sweet Sleepers: Strawberry Shortcake with Custard Cat
304,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Astro Moat Monster,Thundercats,Thundercats,Vintage Thundercats,Astro Moat Monster
305,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Cheetara,Thundercats,Thundercats,Vintage Thundercats,Cheetara
306,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Jackalman,Thundercats,Thundercats,Vintage Thundercats,Jackalman
307,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Lion-o,Thundercats,Thundercats,Vintage Thundercats,Lion-o
308,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Mail Away Mumm-Ra (Mummy),Thundercats,Thundercats,Vintage Thundercats,Mail Away Mumm-Ra (Mummy)
309,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Monkian,Thundercats,Thundercats,Vintage Thundercats,Monkian
310,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Mumm-Ra,Thundercats,Thundercats,Vintage Thundercats,Mumm-Ra
311,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Mutant Nosediver,Thundercats,Thundercats,Vintage Thundercats,Mutant Nosediver
312,skipped_replaced_or_intentional,True,False,Thundercats,Thundercats,Vintage Thundercats,1985,Wave 1,Mutant Skycutter,Thundercats,Thundercats,Vintage Thundercats,Mutant Skycutter
